state_ut,serial_no,address_raw,host_organization,year_of_sanction,type
West Bengal,6,"Central Research Inst. For Jute & Allied Fibre Bud Bud, Distt. Bardhaman-713 403","Director, Central Research Institute of Jute & Allied Fibres (CRIJAF), Nilganj, Barrackpore-700120",2005,ICAR
West Bengal,7,"Pundibari, Distt. Coochbehar-736165","Vice-Chancellor, Uttar Banga Krishi Vishwa Vidyalaya, Pundibari-736165",2004,SAU
West Bengal,8,Block Seed Farm PO.Ratua (Manik Chowk) Distt. Malda-732 205,"Vice-Chancellor, Uttar Banga Krishi Vishwa Vidyalaya, Pundibari-736165",2004,SAU
West Bengal,9,"Regional Research Station Majhihan, Patiram Distt. Dakshin Dinajpur-733 133","Vice-Chancellor, Uttar Banga Krishi Vishwa Vidyalaya, Pundibari-736165 Coochbehar",2004,SAU
West Bengal,10,"PO.Gayeshpur, Distt. Nadia-741 234","Vice-Chancellor, Bidhan Chandra Krishi Vishwa Vidyalaya, Mohanpur, Nadia-741252",2004,SAU
West Bengal,11,"Rathindra  Palli Siksha Bhavan, (Institute of Agriculture) PO.Sri Niketan, Distt. Birbhum-731236","Vice Chancellor, Vishwa Bharti Shanti Niketan-7000013, Birbhum",1994,CU
West Bengal,12,"Kalimpong, Distt. Darjeeling-734301","Vice-Chancellor, Uttar Banga Krishi Viswa Vidyalaya Pundibari-736165 Coochbehar",1992,SAU
West Bengal,13,"Kalayan, Vill-Bongabari, Vivekananda Nagar, Distt. Purulia-723 147","President, Kalyan. Vill-Bongobari Vivekanand Nagar Purulia-723147",1992,NGO
West Bengal,14,"PO.Ramsha via Lataguri, Distt. Jalpaiguri-735219","Vice Chancellor, West Bengal University of Animal & Fishery Sciences, 68, Khudiram Bose Sarani Kolkata-700 037",1983,SAU
West Bengal,15,"WBCADC, Sonamukhi, Distt. Bankura-722207	Executive Vice","Chairman, WB Comprehensive Area Development Corporation, 6-A, Raja Subodh Mullick Square, Calcutta-700013",1983,PSU
West Bengal,16,"C/O.Sri Ramkrishna Ashram, PO. Nimpith Ashram, Distt. South 24-Parganas-743338","Chairman, Sri RamkrishnaAshram, PO. Nimpith Ashram South 24 Parganas-743338",1979,NGO
West Bengal,17,"Seva Bharati, Kapgari, Distt. West Medinipur-721505","President, Sewa Bharti, Kapgari, West Midnapur-721505",1976,NGO
West Bengal,18,"Vill.-Arapanch, Mouza-Natagachi and Vill.-Narendrapur, Mouza- Ukhilapaikpara, South 24 Parganas Distt. (West Bengal).","Vice Chancellor, Ramakrishna Mission Vivekananda University, P.O.- Belur Math, Distt.- Howrah -711 02(West Bengal)	28/02/2013 @",28/02/2013,DU
West Bengal,19,Malda(West Bengal).,"Director, ICAR-CISH, Lucknow Regional Station, Malda	20/10/2016 @",20/10/2016,ICAR
West Bengal,20,North 24 Pargana(West Bengal),"Director, ICAR-CRIJAF, Barrackpore	20/10/2016 @",20/10/2016,ICAR
West Bengal,21,"North Farm of the ICAR-CRIJAF, North 24 Paraganas Distt. Of West Bengal.","Director, ICAR-CRIJAF, Barrackpore	20/10/2016 @",20/10/2016,ICAR
West Bengal,22,Eastern Regionsl Station (NDRI) Kalyani Distt. Nadia,"Director, ICAR-NDRI,Karnal-132001 (Haryana)	28/11/2016 @",28/11/2016,ICAR
West Bengal,23,"Sargachi, Vill +PO ,PS Beldanga Distt. Murshidabad-742408, West. Bengal.","The Vice Chancellor, Rama Krishna Mission Vivekananda University, P.O. Belur Math, Distt. Howrah-711 202, West Bengal.	@",,SAU
Assam,1,Distt. Hailakandi,"Director, ICAR Research Complex for NEH Region Umiam, Barapani, Meghalaya",2009,
Assam,2,"Romai village, Distt. Dibrugarh","Vice-Chancellor, Assam Agricultural University, JorhAt.785013",2006,SAU
Assam,3,"Gelaidingi Village, Distt. Darrang","Vice-Chancellor, Assam Agricultural University, JorhAt.785013",2006,SAU
Assam,4,"Kaliapani near Teok, Fidy. Distt. Jorhat","Vice-Chancellor, Assam Agricultural University, JorhAt.785013",2006,SAU
Assam,5,"Dudhnoi, Distt. Goalpara	NRC on Pig, Kalakhetra Road, Guwahati	2006 ICAR",,2006,ICAR
Assam,6,"Chirakuta, (Revenue village Jamduar Pt.II), Distt. Dhubri","Vice-Chancellor, Assam Agricultural University, JorhAt.785013",2005,SAU
Assam,7,Silagaon (Silapathar) Distt. Dhemaji,"Vice-Chancellor, Assam Agricultural University, JorhAt.785013",2005,SAU
Assam,8,"Sariahtoli, Nalbari Distt. Nalbari-781337","Vice-Chancellor, Assam Agricultural University, JorhAt.785013",2004,SAU
Assam,9,"Howly, Distt. Barpeta-781316","Vice-Chancellor, Assam Agricultural University, JorhAt.785013",2004,SAU
Assam,10,"Bongaigaon, Distt. Bongaigaon-783385","Vice-Chancellor, Assam Agricultural University, JorhAt.785013",2004,SAU
Assam,11,"Regional Agril. Research Station, Diphu Distt. Karbi Anglong-782460","Vice-Chancellor, Assam Agricultural University, JorhAt.785013",2004,SAU
Assam,12,"Kamrup, Kahikuchi, Guwahati Distt. Kamrup-781017","Vice-Chancellor, Assam Agricultural University, JorhAt.785013",2004,SAU
Assam,13,"RARS, North Lakhimpur Distt. N. Lakhimpur-787032","Vice-Chancellor, Assam Agricultural University, JorhAt.785013",2004,SAU
Assam,14,"P.Box No.33, Shillongani, RARS, Nagaon Distt. Nagaon-782001","Vice-Chancellor, Assam Agricultural University, JorhAt.785013",2004,SAU
Assam,15,"Citrus Research Station, Gellapukhuri, Distt. Tinsukia-786125","Vice-Chancellor, Assam Agricultural University, JorhAt.785013",2004,SAU
Assam,16,"RARS, Distt. Karimganj-788710","Vice-Chancellor, Assam Agricultural University, JorhAt.785013",2004,SAU
Assam,17,"Nazira,SDAO Campus, Distt. Sibsagar--785685","Vice-Chancellor, Assam Agricultural University, JorhAt.785013",2003,SAU
Assam,18,"Silchar, Distt. Cachar -788025","Vice-Chancellor, Assam Agricultural University, JorhAt.785013",1994,SAU
Assam,19,"Khumtai,Golaghat, Distt. GolaghAt.7850619","Vice-Chancellor, Assam Agricultural University, JorhAt.785013",1993,SAU
Assam,20,"Gossaigaon, Telipara, Distt. Kokrajhar-783360","Vice-Chancellor, Assam Agricultural University, JorhAt.785013",1985,SAU
Assam,21,"Napam, Tezpur, Distt. Sonitpur-784028","Vice-Chancellor, Assam Agricultural University, JorhAt.785013",1979,SAU
Assam,22,"Sarbaherua under Pub dalgaon, Udalguir District","Vice-Chancellor, Assam Agricultural University, Jorhat-785013",06/02/2012,SAU
Assam,23,"Bongaigaon, District","Vice-Chancellor, Assam Agricultural University, Jorhat-785013",2014,SAU
Assam,24,"Morigaon, District","Vice-Chancellor, Assam Agricultural University, Jorhat-785013",2014,SAU
Assam,25,"Vill.-Dhepargaou, Mouza- Kaurbha Goreswar Revenue Circle Distt. –Baksa (Assam)","Vice-Chancellor, Assam Agricultural University, Jorhat-785013",2014,SAU
Assam,26,"Village Sarvagram (Jatinga Lampu), P.S. Halflong, Distt. Dima Hasao, Assam. The","Chief Trustee,, Keshav Smarak Nyas (NGO), Namsong Bhavan, Opp. C.I. Hall,Main Road, Halflong, Keshav Smarak Nyas (NGO), Distt. Dima Hasao, Assam",,NGO
Arunachal Pradesh,1,Distt. Lohit,"Director, ICAR Research Complex for NEH Region, Umiam,Barapani – 793 103 (Arunachal Pradeh)",2007,ICAR
Arunachal Pradesh,2,Distt. Upper Subansiri,"Director, Directorate of Agriculture, Govt. of Arunachal Pradesh Naharlagun-791110, Itanagar	2007 State Govt.",2007,State Govt
Arunachal Pradesh,3,"Jachhapa, (Yachuli), Distt. Lower Subansiri","Director, Directorate of Agriculture, Govt. of Arunachal Pradesh Naharlagun-791110, Itanagar	2006 State Govt.",2006,State Govt
Arunachal Pradesh,4,"Karsingsa Animal Husbandry Farm, Distt. Papumpare","Director, Department of Animal Husbandry and Veterinary, Govt. of Arunachal Pradesh, Nirjuli, Naharlagun-791110 State Govt.",2006,State Govt
Arunachal Pradesh,5,Korak (Geku township) Distt. Upper Siang,"Director, Directorate of Agriculture, Govt. of Arunachal Pradesh Naharlagun 791110, Itanagar.	2006 State Govt.",2006,State Govt
Arunachal Pradesh,6,"Pampoli, PO. Seppa, Distt. East Kameng","Director, Department of Agriculture, Govt. of Arunachal Pradesh Naharlagun-791110, Itanagar.	2006 State Govt.",2006,State Govt
Arunachal Pradesh,7,Distt. Tawang,"Director, Directorate of Agriculture, Govt. of Arunachal Pradesh Naharlagun-791110, Itanagar",2006,State Govt
Arunachal Pradesh,8,"College of Horticulture & Forestry, CAU, PasighAt.791102, Distt. East Siang","Vice-Chancellor, Central Agricultural University, Imphal-795004",2006,CAU
Arunachal Pradesh,9,"Dirang, Distt. West Kameng","Director, Directorate of Agriculture, Govt. of Arunachal Pradesh, Naharlagun-791 110, Itanagar	2004 State Govt.",2004,State Govt
Arunachal Pradesh,10,"Tirap, PO.Deomali, Distt. Tirap-786629","Director, Directorate of Agriculture, Govt. of Arunachal Pradesh, Naharlagun-791 110, Itanagar	2004 State Govt.",2004,State Govt
Arunachal Pradesh,11,"Distt. Agril. Officer, Roing, Distt. Lower Dibang Valley","Director, Directorate of Agriculture, Govt. of Arunachal Pradesh Naharlagun (Arunachal Pradesh)	2004 State Govt.",2004,State Govt
Arunachal Pradesh,12,"Basar, Distt. West Siang -790051","Director, ICAR Complex for NEH Region, Umroi Road, Barapani-793103 Meghalaya",1979,ICAR
Arunachal Pradesh,13,"Jairampur, Distt.-Changlang (Arunachal Pradesh)	Director of Agriculture, Department of Agriculture, Govt. of Arunachal Pradesh, Naharlagun	Deptt. Of State Agriculture 09/07/2011",,09/07/2011,
Arunachal Pradesh,14,"At Metengliang Village, Metengliang Circle, Changlongam C.D. Block, Hayuliang P.O., Anjaw Distt. (Arunachal Pradesh)","Director, ICAR Research Complex for NEH Region, Umiam,Barapani – 793 103 (Arunachal Pradeh)",22/11/2013,ICAR
Arunachal Pradesh,15,"Niaunu vill.P.S Longding, Distt. Longding-Arunachal Pradesh","Director, ICAR Complex for NEH Region, Umroi Road, Barapani-793103",2017,ICAR
Arunachal Pradesh,16,"Village(Chomi) PS Koloriang, , Distt. Koloriang	Head, State Horti. Resh. and Development Institute , Directorate of Horticulture, Govt. of Arunachal Pradesh Chimpu-791113, Itanagar	2018 State Govt.",,2018,State Govt
Arunachal Pradesh,17,"Village Anini Town (near JNV), Distt. Dibang Valley, Arunachal Pradesh	Head, State Horti. Resh. and Development Institute , Directorate of Horticulture, Govt. of Arunachal Pradesh Chimpu-791113, Itanagar	2020 State Govt.",,2020,State Govt
Sikkim,1,"Geba near Geyzing, Distt. West Sikkim-	Principal","Director, (FS&ADD), Food Security and Agriculture Development Department, Krishi Bhawan, Tadong-737 102",2005,State Govt
Sikkim,2,"Namthang, Distt. South Sikkim-	Principal","Director, (FS&ADD), Food Security and Agriculture Development Department, Krishi Bhawan, Tadong-737 102",2005,State Govt
Sikkim,3,"Tadong, Gangtok, Distt. North Sikkim-737402	The Additional","Director, (F.C.) Agriculture, Department of Agriculture, Govt. of Sikkim, Krishi Bhavan, Tadong-737102	2004 State Govt.",2004,State Govt
Manipur,1,"Hundung village, Distt. Ukhrul","Director, ICAR Complex for NEH Region, Umroi Road, Barapani-793103",2008,ICAR
Manipur,2,"Monsdang Pantha Village, Distt. Chandel-","Director, ICAR Complex for NEH Region, Umroi Road, Barapani-793103",2006,ICAR
Manipur,3,"Pearsonmun village, Distt. Churachandpur-","Director, ICAR Complex for NEH Region, Umroi Road, Barapani-793103",2005,ICAR
Manipur,4,Charoi-Chagotlong Village Distt. Tamenglong-,"Director, ICAR Complex for NEH Region, Umroi Road, Barapani-793103",2005,ICAR
Manipur,5,"Andro village, Distt. Imphal East-","Vice-Chancellor, Central Agricultural University (CAU)",2005,CAU
Manipur,6,"Wangbal Rice Research Station, Distt. Thoubal-","Director, Department of Agriculture, Govt. of Manipur, Manipur",2005,State Govt
Manipur,7,"Bishnupur Utlou, PO. Nambol Distt. Bishnupur-785134	Uttou Joint Farming Cum Pisci Culture Coop. Society Ltd., Bishnupur	2003 NGO",,2003,NGO
Manipur,8,"Sylvan  Hengbung, PO. Kangpokpi Distt. Senapati -795129","President, Foundation for Environment and Eco. Dev. Services, (FEEDS), Imphal",2002,NGO
Manipur,9,"ICAR Manipur Centre, Lamphelpat, Distt. Imphal West-795004","Director, ICAR Complex for NEH Region, Umroi Road, Barapani-793103",1979,ICAR
Tripura,1,"Salema Model Orchard (Farm), Distt. Dhalai-","Director, of Agriculture State Department of Agriculture, Govt. of Tripura, Agartala",2005,State Govt
Tripura,2,"Panisagar Progeny Orchard, Distt. North Tripura-","Director, of Agriculture State Department of Agriculture, Govt. of Tripura, Agartala",2005,State Govt
Tripura,3,"Birchandra Manu, Manpathar Distt. South Tripura-799 144","Director, ICAR Complex for NEH Region, Umroi Road,Barapani-793103 (Meghalaya)",1984,ICAR
Tripura,4,"Divyodaya,Chebri, Distt. West Tripura-799207	The General","Secretary, Sri Ramkrishna Seva Kendra, 23, R.N. Mukherjee Road, Kolkata",1979,NGO
Tripura,5,"Vill. Belbari-T.C.O., Jirnia at Champaknagar Town, West Tripura, Distt. of Tripura","Director, ICAR Complex for NEH Region, Umroi Road, Barapani-793103 (Meghalaya)",2016,ICAR
Tripura,6,"Rangkang Farm, Amarpur., Gomati Distt. of Tripura","Director, of Agriculture Department of Agriculture, Govt. of Tripura, Agartala, West Tripura.	2017 state Govt",2017,
Tripura,7,"Chantail Orchard, Kailasahar., Unakoti Distt. of Tripura","Director, of Agriculture Department of Agriculture, Govt. of Tripura, Agartala, West Tripura.	2017 state Govt",2017,
Tripura,8,"Village Latiacharra under Bishramganj, P.S. , Jampuijala sub-division,Distt. Sepahijala, Tripura VC Central Agricultural University,Lamphelpat, Imphal, Manipur-795 004.	2018 CAU",,2018,CAU
Nagaland,1,"Longasachung Village at Satlsuphen, Distt. Wokha","Director, ICAR Reseach Complex for NEH Region, Umaiam, Barapani.",2006,ICAR
Nagaland,2,"Aboi, Distt. Mon-","Director, Department of Agriculture, Govt. of Nagaland, Kohima-797 001	2006 State Govt.",2006,State Govt
Nagaland,3,"Tesophenyu, Distt. Kohima-","Director, , Department of Agriculture, Govt. of Nagaland, Kohima-797 001	2005 State Govt.",2005,State Govt
Nagaland,4,"Kuthur Seed Farm, Distt. Tuensang-","Director, Department of Agriculture, Govt. of Nagaland, Kohima-797 001",2005,State Govt
Nagaland,5,"Lumami, Distt. Zunheboto-","Vice Chancellor, Nagaland Universty, Lumami Camp, Kohima-797 001",2005,CU
Nagaland,6,"Pfutsero, Distt. Medziphema-797 106","Director, NRC on Mithun, Jharanapani, Medziphema-797 106",2002,ICAR
Nagaland,7,"KVK Yisemyong, SARS, P.Box No.23, Distt. Mokokchung -798601","Director, Department of Agriculture, Govt. of Nagaland, Kohima-797 001	2002 State Govt.",2002,State Govt
Nagaland,8,"Jharnapani, Distt. Dimapur-797 106","Director, ICAR Complex for NEH Region, Umroi Road, Barapani-793103 (Meghalaya)",1977,ICAR
Nagaland,9,"Naga Kaho Junction, Kukphang Village, Distt. Longleng (Nagaland)","Director, ICAR Research Complex for NEH Region, Umroi Road,UMIAM Meghalaya 793 103",,
Nagaland,10,"Village Jalukie Town, Peran Distt. of Nagaland","Director, ICAR Research Complex for NEH Region, Umroi Road,UMIAM Meghalaya 793 103",,
Nagaland,11,"Longtroktrok,, Kiphire Dostt. Of Nagaland","Director, ICAR Research Complex for NEH Region, Umroi Road,UMIAM Meghalaya 793 103",,
Mizoram,1,"Chhatla, Aizwal, Distt. Chimtuipui-796001	Department of Agriculture, Govt. of Mizoram, Aizwal	2005 State Govt.",,2005,State Govt
Mizoram,2,"Sihtlangpuiram Chhung, Distt. Lawngtlai	Department of Agriculture, Govt. of Mizoram, Aizwal	2005 State Govt.",,2005,State Govt
Mizoram,3,"Lengpui, Distt. Mammit	Department of Agriculture, Govt. of Mizoram, Aizwal	2005 State Govt.",,2005,State Govt
Mizoram,4,"N. Vanlaiphai, Distt. Serchhip	Department of Agriculture, Govt. of Mizoram, Aizwal	2005 State Govt.",,2005,State Govt
Mizoram,5,"College of Vet. Sciences & Animal Husbandry, Distt. Aizwal-796007","Vice-Chancellor, Central Agricultural University (CAU)",2005,CAU
Mizoram,6,"Distt. Champhai	Department of Agriculture, Govt. of Mizoram, Aizwal	2004 State Govt.",,2004,State Govt
Mizoram,7,"KVK Hnathial, Govt. of Mizoram, Distt. Lunglei-796701	Department of Agriculture, Govt. of Mizoram, Aizwal	1995 State Govt.",,1995,State Govt
Meghalaya,1,"Fruits Garden, Dhankheti, Shillong, Distt. Jaintia Hills-793001	Dpartment of Agriculture, Govt of Meghalaya, Shillong.	2004 State Govt.",,2004,State Govt
Meghalaya,2,"Fruits Garden, Dhankheti, Shillong Distt. East Khasi Hills-793001	Department of Agriculture, Govt of Meghalaya, Shillong.	2004 State Govt.",,2004,State Govt
Meghalaya,3,"Fruits Garden, Dhankheti, Shillong, Distt. West Khasi Hills-793001	Department of Agriculture, Govt of Meghalaya, Shillong.	2004 State Govt.",,2004,State Govt
Meghalaya,4,"Umroi Road, Barapani Distt. Ri-bhoi-793103","Director, ICAR Complex for NEH Region, Umroi Road, Barapani-793103",2002,ICAR
Meghalaya,5,"Sangsanggiri Dobasipara, Tura, Distt. West Garo Hills-794005","Director, ICAR Complex for NEH Region, Umroi Road, Barapani-793103",1979,ICAR
Meghalaya,6,East Garo Hills Meghalaya,"Vice-Chancellor,, Central Agricultural University, Imphal-795004	2017 SAU8",2017,
Meghalaya,7,South Garo Hills Meghalaya,"Vice-Chancellor,, Central Agricultural University, Imphal-795004",2017,SAU
Maharashtra,1,Buldana District (Maharashtra),"Vice Chancellor Panjabrao Deshmukh Krishi Viyapeeth,",2010,SAU
Maharashtra,2,"Beed District, Maharashtra","Vice Chancellor Marathwada Agricultural University, Parbhani (Maharashtra)",2010,SAU
Maharashtra,3,"Village Sisa (Udegaon), Taluka & District Akola, Majharashtra	The","Chairman, Rural Development & Research Foundation, C/o Pristine Infocast Pvt. Ltd., Ramlata Business Center, Amravati Road, Akola, Maharashtra – 444001",2010,NGO
Maharashtra,4,"Gramonnati Mandal, Village Narayangaon, Tal.Junnar Distt. Pune-410504","Chairman, Grammonnati Mandal Village Narayangaon. Tal, Junnar Distt. Pune (MS)",2010,NGO
Maharashtra,5,"Satara District, Maharashtra","Vice-Chancellor, Mahatama Phule Krishi Vidyapeeth, Rahuri-413 722",2010,SAU
Maharashtra,6,"Jalgaon District, Maharashtra","Vice-Chancellor, Mahatama Phule Krishi Vidyapeeth, Rahuri-413 722",2010,SAU
Maharashtra,7,"Chincholirao Wadi, C/o Abhinav College, MIDC, Distt. Latur-413512","Secretary, Manjara Charitable Trust, Deshmukh Complex, Barshi Road, Latur-413 512",2005,NGO
Maharashtra,8,"Waghapur Road, PO. & Distt. Yavatmal-445001","Vice-Chancellor, Punjabrao Deshmukh Krishi Vidyapeeth, Akola-444104",2004,SAU
Maharashtra,9,"Hiwara, Post Ratnara, Distt. Gondia-441614","Vice-Chancellor, Punjabrao Deshmukh Krishi Vidyapeeth, Akola-444104",2004,SAU
Maharashtra,10,"PO. Sonapur, Distt. Gadchiroli 442 605","Vice-Chancellor, Punjabrao Deshmukh Krishi Vidyapeeth, Akola-444104",2004,SAU
Maharashtra,11,"Ausa Road, PO.Tuljapur Distt. Osmanabad-413601","Vice-Chancellor, Marathwada Agril. University Parbhani-415725",2004,SAU
Maharashtra,12,"PO. KarjAt.410201, Distt. Raigarh","Vice-Chancellor, Bala Saheb Sawant Konkan Krishi Vidyapeeth, Dapoli, Ratanagiri-415 712",2004,SAU
Maharashtra,13,"PO. Sakoli, Distt. Bhandara -441802","Vice-Chancellor, Punjabrao Deshmukh Krishi Vidyapeeth, Akola-444104",2002,SAU
Maharashtra,14,"Tondapur, PO. Waranga Tal. Kalamnuri, Distt. Hingoli-431 701","President, Saint Namdeo Sevabhavi Sanstha, Saraswati Nagar, Akola Road, Hingoli-431701",2002,NGO
Maharashtra,15,"At & PO. Kolde, Distt. Nandurbar-425412","Chairman Dr. Hedgewar Seva Samiti, Jayant Chowk, Via Dhule, Nandurbar-425412",2002,NGO
Maharashtra,16,"PO. Sindewahi, Distt. Chandrapur-441222","Vice-Chancellor, Punjabrao Deshmukh Krishi Vidyapeeth, Akola-444104",1999,SAU
Maharashtra,17,"“Chirantan” Madhuban Colony, Camp, Distt. Amaravathi 444 602","President, Sharam Safayalya Foundation , Chirantan Madhuban Colony Camp,Amravati-444 602",1995,NGO
Maharashtra,18,"Akola, PO.Badnera (Durgapur) Amaravati-444 701","President, Sharam Sadhana Trust, 57 Congress Nagar, Amravati-447602",1995,NGO
Maharashtra,19,"PO. Kirol, Tal. Malvan Distt. Sindhudurg-416 616","Chairman, Sindhudurg Zilla Krishi Pratishthan PO-Kirlos, Tal-Malvan, Sindhudurg-416 616",1995,NGO
Maharashtra,20,"Post Box No. 2, Post Shankar Nagar, Distt. Nagpur-440 010","Director, Central Institute for Cotton Research, PO.No. 20, Nagpur-440010",1994,ICAR
Maharashtra,21,"Dnyanagangotri, Near Gangapur Dam, Distt. Nashik-422 222","Vice-Chancellor, Y.C. Maharastra Open University, Dnyanagangotri, Near Gangapur Dam, Nashik-422 222",1994,OEI
Maharashtra,22,"P.B.No. 33, Jitur Road, Distt. Parbhani-431401","Chairman Jeevan Jyoti Charitable Trust Bhagyalaxmi Nagar, Basmath Road Parbhani-431 401",1994,NGO
Maharashtra,23,"PO. Talasade, Tal.Hathkangale Distt. Kolhapur-416 112","Chairman, D.Y.Patil Education Society, PO. Talashande,Tal-Hathkangle Kolhapur-416 112",1994,NGO
Maharashtra,24,"PO. Jalgaon, Jamod, Distt. Buldana-443402","President Satpuda Edn. Society Jalgaon, Jamod, Buldana-443402",1994,NGO
Maharashtra,25,"Pokharni Phata Purana Road, PO. Limbgaon, Distt. Nanded-431602","Chairman, J.N. Instt. of Edn. Sci. & Tech. Research Pokharni (phata) Purna Road,PO.Limbgaon Nanded-431 602",1994,NGO
Maharashtra,26,"Gate No: 52/1/B, At: Khed, PO. Kegaon, Barshi Road, Distt. Solapur 413001","Chairman Shabari Krishi pratshtan 414,North Kasba,M.G.Road Solapur-413 001",1994,NGO
Maharashtra,27,"PO. Risod, Loni Road Distt. Washim-444 506","President, SUVIDE Foundation, Risod, Washim-444 506",1994,NGO
Maharashtra,28,"Post Box No:28, PO. Ambajogai Distt. Beed-431 517","Chairman, Deen Dayal Research Institute, Rani Jhansi Marg, Jhandewalan Ext.",1992,NGO
Maharashtra,29,"PO. Kalwade, Tal. Karada, Distt. Satara-415110	Trustee Kalayani Gorakshan Trust, Shangrila Gardens B&C Wings, First Floor, Bund Garden Road, Pune-411 001	1992 NGO",,1992,NGO
Maharashtra,30,"Sharda Nagar, Malegaon Colony, PO. Baramati, Distt. Pune-413115","Chairman, Agril. Development Trust Sharda Nagar, Baramati-413115, Pune",1992,NGO
Maharashtra,31,"PO Babhleshwar, Tal. Rahata. Distt. Ahmednagar-413 737","President Pravara Instt. Of Res. & Edn. In Natural & Soc. Sci., Loni, Rahata PO Babhaleshwar, Ahmednagar-413 737",1992,NGO
Maharashtra,32,"PO. Kanchanpur, Tal. Miraj Distt. Sangli-416 306","Chairman Vasant Prakash Vikas Pratisthan, SRISAI, Madhavanagar Sangli-416 416",1992,NGO
Maharashtra,33,"Kharpudi Post Box No: 45, Distt. Jalna-431 203","Chairman, Marathwada Shethi Sahayya Mandal, P.B.No. 45, Jalna-431203",1992,NGO
Maharashtra,34,"PO. Pal, Tal. Raver Distt. Jalgaon-425 508","Secretary, Satpuda Vikas Mandal PO Pal, Raver, Jalgaon-425508",1984,NGO
Maharashtra,35,"Paithan Road, Distt. Aurangabad-431 005","Vice-Chancellor, Marathwada Agril. University, Parbhani 431402",1983,SAU
Maharashtra,36,"PO.Shirgaon, Distt. Ratnagiri-415 629","Vice-Chancellor, Bala Saheb Sawant Konkan Krishi Vidyapeeth, Dapoli, Ratanagiri-415 712",1983,SAU
Maharashtra,37,"Parola Road, Distt. Dhule-424004","Vice-Chancellor, Mahatama Phule Krishi Vidyapeeth, Rahuri-413 722",1983,SAU
Maharashtra,38,"PO. Selsura, Distt. Wardha-422 001","Vice-Chancellor, Punjabrao Deshmukh Krishi Vidyapeeth, Akola-444104",1976,SAU
Maharashtra,39,"PO. Kosbad Hill, Distt. Thane-401703","President, Gokhle Edn. Society,Vidyanagar Nashik-422005",1976,NGO
Maharashtra,40,"Vadel, Taluka –Malegaon Distt.-Nashik(Maharashtra)","President Rich Field Agro-e-Research & Development Centre, B-27, M.I.D.C. Ambad, Nashik- 422 010(Maharashtra)	NGO",2011,
Maharashtra,41,"Agricultural Reseaerch Station, Mohol, Distt.- Solapur(Maharashtra)","Vice Chancellor, Mahatma Pule Krishi Vidyapeeth, Rahuri- 41372 Distt.- Ahmednagar (Maharashtra)	SAU",2011,
Maharashtra,42,"Village- Gandheli, Tq. & Distt.-Aurangabad(Maharashtra)","Secretary, Mahatma Gandhi Mission, N-6, CIDCO, Aurangabad- 431 003(Maharashtra)	NGO",2011,
Maharashtra,43,"Village- Sagroli, Taluka- Biloli Distt.-Nanded(Maharashtra)","Chairman Sanskriti Samvardhan Mandal Shardanagar, Sagroli, Nanded- 431 731 (Maharashtra)",2011,NGO
Maharashtra,44,"Dahigaoun Village, Shevgaon Taluka. Distt. Ahamednagar",,,
Maharashtra,45,"Vill. Sangvi (Railway) Tq. Darwha, Yavatmal Distt. of Maharashtra","President, Navsanjivan Shikshan Prasarak Mandal, At Tq. Darwha, Yavatmal-445 202",2016,NGO
Maharashtra,46,"Village Badnapur, Tq. Badnapur,, Distt. Jalna, Maharashtra.","Vice Chancellor,, Vasantrao Naik Marathwada Krishi Vidyapeeth, , Distt. Parbhani-431 002 (Maharashtra)",2016,SAU
Maharashtra,47,"Distt. Kolhapur, Maharashtra.","President, Shri Sidhagiri Math, Kaneri, Kolhapur (Maharastra",2018,NGO
Maharashtra,48,"Village Tadsar, Tq. Kadegaon,, Distt. Sangli, Maharashtra.","Vice Chancellor, Maharashtra Animal and Fishery Sciences University, Nagpur-440001 (Maharashtra)	SAU",2019,
Maharashtra,49,"Village Dudhbardi, Tq. Kalmeshwar, Distt. Nagpur, Maharashtra.","Vice Chancellor, Maharashtra Animal and Fishery Sciences University, Nagpur-440001 (Maharashtra)	SAU",2019,
Gujarat,1,"Village Sansora, Distt. Bhavnagar-","Director, Lokbharati Gramvidyapith, PO. Sansora, Taluka Sihor, Distt. Bhavnagar",2009,NGO
Gujarat,2,"Kodinar Taluka, Distt. Junagadh-","Director, Ambuja Cement Foundation, 248, Okhla Industrial Estate, Phase-III, New Delhi-110020",2007,NGO
Gujarat,3,"Navsari NAU Campus, Distt. Navsari-396 450","Vice-Chancellor, Navsari Agricultural University, Navsari-396450, Gujarat",2006,SAU
Gujarat,4,"Seed Multiplication Farm, Dedidyapada, Distt. Narmada-","Vice-Chancellor, Navsari Agricultural University, Navsari-396450, Gujarat",2006,SAU
Gujarat,5,"Nanakanthasar, Ta.-Chotila, Distt. Surendranagar-363520	Vice-Chanmcellor, Junagadh Agricultural Universtiy, Junagadh-362 001 (Gujarat)	2005 SAU",,2005,SAU
Gujarat,6,"Dethali, Distt. Kheda-378210","Vice-Chancellor, Gujrat Vidyapeeth, Ahmedabad-382 620",2005,DU
Gujarat,7,"Panchmahal (CIAH) Vejalpur (Godhra) Distt. Panchmahal-389340	Central Institute for Arid Horticulture, Bikaner, Rajasthan	2005 ICAR",,2005,ICAR
Gujarat,8,"Kherva, Distt. Mehsana-382711	Mehsana District Education Foundation, Khera , Mehsana	2005 NGO",,2005,NGO
